,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
28022,27.0,4.8,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,19.350404993266917
28023,35.0,4.8,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,35,10.750141793227106
28024,27.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Urban,19,1.5516072981539368
28025,33.0,4.9,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,16,12.572369364893285
28026,,,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,14.143914925457633
28027,36.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,1.508512688172623
28028,,,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,4126.950051161785
28029,26.0,4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,18,7.561984520046949
28030,29.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,12.231002348019677
28031,34.0,3.8,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,10.580306131984912
28032,33.0,4.7,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,43,13.820310845982034
28033,34.0,4.8,Sunny,High,2,Snack,motorcycle,0.0,No,Metropolitian,22,1.5535325665189574
28034,39.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,3.0577889387223416
28035,20.0,4.0,Fog,Jam,2,Drinks,scooter,1.0,Yes,,43,17.287005375714283
28036,25.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,12.091758056149368
28037,24.0,4.6,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,19,4.525403539734216
28038,37.0,4.5,Stormy,High,1,Buffet,scooter,0.0,No,Metropolitian,25,6.1430666154538605
28039,35.0,4.6,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,42,16.71188132916861
28040,33.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,4.466349022635691
28041,36.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,17.06798361152529
28042,34.0,4.2,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,39,11.741359246734175
28043,35.0,3.3,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,34,10.749520182431374
28044,29.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17,9.30717443101688
28045,23.0,4.6,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,9.11637827162976
28046,27.0,4.9,Fog,Jam,0,Snack,motorcycle,,No,Metropolitian,40,13.672902167428674
28047,34.0,3.8,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,44,19.615804115241595
28048,31.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Urban,15,1.5535303411064099
28049,36.0,5.0,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,10,5166.040067063659
28050,25.0,4.7,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,12.154376402810215
28051,37.0,4.8,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Urban,15,7.857731631182655
28052,24.0,4.7,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Urban,18,17.287005375714283
28053,25.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,13,2.9747013592704565
28054,37.0,5.0,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,20,6.046663136252905
28055,24.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,17,4.6546667102019725
28056,29.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,19.03062972507452
28057,39.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,51,13.981367531935723
28058,35.0,4.3,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,31,20.838453153063245
28059,34.0,4.6,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,20.430094772882978
28060,29.0,4.6,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,17,16.649430669438317
28061,,,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,14.036374258907383
28062,36.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,21,3.1141905630356708
28063,20.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,7.767643261274236
28064,38.0,4.6,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,7.756549467663642
28065,33.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,24,12.285130942018531
28066,31.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.0231870452119844
28067,25.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,18,6.205543831461028
28068,37.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,7.758611526123375
28069,28.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,8.922243436622473
28070,25.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,21,12.227068523009754
28071,34.0,4.2,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,31,6.050229185827776
28072,29.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,1.5431542665298028
28073,25.0,3.2,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,38,17.08848981700055
28074,37.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,38,10.750450852121405
28075,22.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,16.842108095607305
28076,21.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,,11,19.608100715913295
28077,23.0,4.8,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,15,7.59684413463561
28078,25.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,2.935340658324606
28079,27.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,3.106973648799188
28080,28.0,4.7,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,18,20.193100528684557
28081,32.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,3.1142914759300324
28082,26.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,13.7803000889376
28083,32.0,4.3,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,19.078003756096667
28084,33.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,12.153380986402325
28085,38.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,4.654695649963978
28086,25.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,2.9776698337167837
28087,34.0,4.5,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,16,7.557743217161383
28088,31.0,5.0,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,42,19.35037333493262
28089,34.0,5.0,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,46,17.08732630795535
28090,34.0,4.8,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,1.5312396066787035
28091,34.0,4.8,Stormy,Medium,2,Snack,electric_scooter,0.0,No,Urban,20,17.08723747457402
28092,32.0,4.8,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,6.20555094542312
28093,21.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,10.717412370556735
28094,,,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,20.430094772882978
28095,36.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,37,5.965123025792792
28096,28.0,4.9,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,7.757761703402412
28097,38.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,10.595850570951145
28098,31.0,4.0,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37,13.574550595405238
28099,20.0,4.9,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20.815260476879512
28100,20.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,7.59684413463561
28101,30.0,4.6,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30,6.228264562689695
28102,37.0,4.6,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,22,3.071461958919864
28103,32.0,3.9,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,39,17.287005375714283
28104,32.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,9.075402840098056
28105,21.0,5.0,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,20,6.143524147980537
28106,35.0,4.8,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,22,7.4558842356118
28107,37.0,4.8,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,27,1.5571056263090985
28108,33.0,3.8,Stormy,Medium,2,Buffet,scooter,1.0,No,,38,17.065771106488857
28109,24.0,4.5,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,11,4.660416985317298
28110,32.0,4.6,Cloudy,High,2,Snack,motorcycle,1.0,No,Metropolitian,35,6.1433350336693815
28111,28.0,4.9,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,7.785510196225889
28112,27.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,7.597097486945849
28113,34.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,9.049839810574019
28114,26.0,4.7,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,4.558111438265675
28115,33.0,4.7,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,6.033402754365325
28116,33.0,3.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,36,13.980912354438901
28117,32.0,5.0,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,7.443627123490264
28118,23.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,20,8.982435569973154
28119,31.0,3.9,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,13.96426415636329
28120,28.0,3.2,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,33,16.71070486908542
28121,36.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,42,19.350541895894672
28122,35.0,4.5,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,3.0627527211305097
28123,30.0,4.9,Fog,Jam,2,Drinks,electric_scooter,,No,Metropolitian,36,16.374607513817004
28124,27.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,14,7.857731631182655
28125,35.0,4.2,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,1.5570983881133091
28126,27.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,13.778946630410518
28127,36.0,4.6,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,39,12.249232295837864
28128,21.0,4.7,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,16,3.1035355438778827
28129,36.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,47,11.000823613167864
28130,,,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,26,6.077386271320292
28131,23.0,4.9,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,10.70648452912294
28132,22.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,14,7.757606585069048
28133,,,,,3,Meal,scooter,1.0,No,Metropolitian,50,19.661079558518566
28134,33.0,4.2,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,3.057522483699505
28135,39.0,4.9,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,33,3.0234462060734133
28136,28.0,4.8,Sandstorms,High,1,Drinks,scooter,0.0,No,Urban,16,6.213621962993479
28137,34.0,4.5,Windy,Jam,2,Snack,scooter,1.0,No,Urban,44,10.86186965044767
28138,,,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32,4.466417059421678
28139,21.0,4.7,Sunny,High,2,Meal,motorcycle,1.0,No,Urban,14,1.5085340407520544
28140,23.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,17,7.641304180335232
28141,27.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,22,12.344884316518128
28142,31.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,13.960989369996327
28143,31.0,4.3,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,36,11.000823613167864
28144,39.0,4.8,Cloudy,Low,2,Snack,motorcycle,1.0,No,Urban,18,9.309072205696017
28145,22.0,4.9,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,29,10.420688970746383
28146,23.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,19.606878897652017
28147,28.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,14,4.586463717960621
28148,31.0,4.4,Stormy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,31,6.205300833790036
28149,33.0,5.0,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,16.626434532997635
28150,,,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,9.082378184398097
28151,35.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,16.842108095607305
28152,30.0,4.7,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,26,7.568712858688743
28153,36.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,41,14.143914925457633
28154,26.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,20,7.5419381338989115
28155,26.0,4.2,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,44,19.675415823554083
28156,25.0,4.8,Stormy,Jam,1,Meal,scooter,0.0,No,,12,9.342199785591518
28157,28.0,5.0,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,17,20.164851639548246
28158,36.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,28,7.714167513608377
28159,22.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,16.84077987488484
28160,30.0,4.8,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,12.285572172815861
28161,,,Sandstorms,Low,1,Buffet,motorcycle,,No,Metropolitian,15,1.5515650682012903
28162,35.0,4.8,Sunny,High,2,Meal,scooter,0.0,No,Metropolitian,15,2.928578452017113
28163,29.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,18,4.524419030703281
28164,24.0,4.8,Sandstorms,Low,1,Snack,scooter,0.0,,,10,4.607718954257229
28165,30.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,19.60669427891296
28166,20.0,4.9,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,9.321199879855294
28167,35.0,4.4,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,7.545771006745575
28168,21.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,13.980749710524313
28169,28.0,4.9,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,22,6.28618544846543
28170,23.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,,20,6.228893924487332
28171,20.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,13.602792005044272
28172,28.0,4.7,Cloudy,Low,2,Buffet,scooter,1.0,No,,26,19.675963121291637
28173,34.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,25,17.065982688492515
28174,25.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,9.07448610910966
28175,29.0,4.9,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,13,4.594065456370285
28176,37.0,3.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,19.347153052517694
28177,37.0,4.1,Fog,Jam,1,Buffet,scooter,1.0,Yes,Metropolitian,46,14.143914925457633
28178,34.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,12.091103828732798
28179,24.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,30,17.287005375714283
28180,29.0,4.9,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,13.755335581272663
28181,36.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,50,17.287005375714283
28182,33.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,18,6.036288976695176
28183,34.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.0182481128800114
28184,22.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,10.595508336742649
28185,21.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Urban,47,13.961373581118115
28186,38.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,47,19.878015432291818
28187,34.0,4.5,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20.838507169639975
28188,24.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,13.757973607735718
28189,27.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,10.718308980083892
28190,20.0,4.4,Stormy,Low,0,Drinks,motorcycle,,No,Metropolitian,27,2.9283753911124584
28191,30.0,4.3,Fog,Medium,1,Snack,scooter,0.0,No,Urban,33,11.908753609259836
28192,31.0,4.1,Fog,Medium,0,Buffet,motorcycle,,No,Metropolitian,31,9.429277693727657
28193,35.0,4.9,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,23,11.000823613167864
28194,39.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,3.114331510689657
28195,28.0,5.0,Fog,Low,0,Meal,motorcycle,0.0,No,Urban,19,2.9793461134460397
28196,31.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,9.214710596705727
28197,35.0,3.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,31,17.155064779732314
28198,,,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20.16404118018857
28199,31.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,29,10.421601333354896
28200,31.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,12.248902505800592
28201,28.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,26,16.648981033928994
28202,35.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,6.142887426252258
28203,33.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,,24,3.0389068807076867
28204,26.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10.87463178791926
28205,,,,,3,Meal,motorcycle,0.0,No,Metropolitian,21,9.185745968773913
28206,29.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,4.6546667102019725
28207,24.0,4.6,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,16.625375830115445
28208,28.0,4.2,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31,19.74997454418236
28209,24.0,4.7,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,11,6.054876819810879
28210,27.0,4.5,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,24,11.71246299277442
28211,25.0,4.8,Sunny,Jam,0,Snack,motorcycle,,No,Metropolitian,20,19.747674654005287
28212,25.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12,1.4892182926889195
28213,23.0,4.5,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,13,7.655883155189554
28214,21.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,19.96337514512871
28215,23.0,4.8,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,4.537342446461898
28216,37.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,9.214660812827498
28217,22.0,4.7,Fog,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,33,4.588753236050849
28218,37.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,12.412801036405677
28219,33.0,4.9,Windy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,28,1.5571587111144558
28220,31.0,4.5,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,26,6.2282266694866015
28221,31.0,4.7,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,15,6.171971352011808
28222,34.0,4.6,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,1.535656573031198
28223,27.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,13.67304203226566
28224,30.0,5.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,12.427430750692075
28225,26.0,4.4,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,6.034199331916199
28226,21.0,4.9,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,19.96416983308981
28227,33.0,4.8,Sunny,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,6.206643774531423
28228,22.0,4.1,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,13.384537183760546
28229,21.0,4.8,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,15,10.899217900795882
28230,36.0,4.6,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,26,7.786052633777876
28231,36.0,4.8,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,43,11.907113559703266
28232,22.0,4.5,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,1.5571539974246016
28233,20.0,4.6,Cloudy,High,2,Snack,motorcycle,0.0,No,Metropolitian,20,1.5082832255745766
28234,23.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,21,4.654423285703262
28235,25.0,4.2,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,36,19.350423485817103
28236,29.0,4.7,Windy,Medium,2,Meal,scooter,0.0,No,,21,7.656030991957176
28237,28.0,4.6,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,19,12.342938753313307
28238,21.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,46,13.780194829231664
28239,,,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,23,5061.320640799279
28240,37.0,5.0,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,1.5358685467812148
28241,,,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,36,14.143914925457633
28242,29.0,4.9,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,20,6.213956836833561
28243,21.0,4.7,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,13,4.557920124082318
28244,,,,,3,Snack,scooter,0.0,No,Metropolitian,29,2884.857904511931
28245,23.0,4.8,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Urban,23,7.444374308016026
28246,25.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,16.141407677225317
28247,37.0,4.2,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,32,6.206077548471663
28248,20.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,12,4.655075083788384
28249,20.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,4.607495631007632
28250,24.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,3.1141653989201736
28251,27.0,4.6,Cloudy,Medium,2,Buffet,scooter,0.0,No,Urban,12,4.607511174548574
28252,33.0,4.8,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,7.596590192851429
28253,22.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,34,10.916886568149156
28254,21.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,15,3.1141852596474147
28255,39.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,3.0620792386526716
28256,31.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,19.32839558166479
28257,29.0,4.5,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,3.0717038970659982
28258,30.0,4.6,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,19,4.541411415847855
28259,20.0,4.7,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,12.572369364893285
28260,24.0,4.2,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31,10.698901432322605
28261,39.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Urban,24,7.7192250093599375
28262,25.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,1.5571059615363103
28263,30.0,3.5,Windy,Medium,1,Meal,scooter,2.0,No,Metropolitian,37,20.84373886764406
28264,35.0,4.9,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,29,1.5514543257090954
28265,34.0,4.9,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,24,7.679094379798024
28266,30.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,1.4888423696909285
28267,36.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,4.534546091070691
28268,27.0,4.6,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,12.572369364893285
28269,36.0,5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,10.59581128173806
28270,23.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,14.036787621269356
28271,38.0,4.6,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,46,10.418929518264669
28272,26.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,28,4.6712374686326115
28273,32.0,4.3,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,12.410612164562307
28274,39.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,1.5194149228494653
28275,21.0,4.2,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,16.712049253582034
28276,24.0,4.6,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,29,6.125237219823506
28277,34.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17,13.602617847910004
28278,,,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,19.748703155101115
28279,20.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,7.655883155189554
28280,27.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,19.747872410838564
